,movie,year,imdb,metascore,votes,descriptions,n_imdb
2711,Edge of Tomorrow,2014,7.9,71,541051,"
    A soldier fighting aliens gets to relive the same day over and over again, the day restarting every time he dies.",79.0
2712,Kingsman: The Secret Service,2014,7.7,60,538348,"
    A spy organization recruits an unrefined, but promising street kid into the agency's ultra-competitive training program, just as a global threat emerges from a twisted tech genius.",77.0
2713,Birdman or (The Unexpected Virtue of Ignorance),2014,7.7,88,513445,"
    A washed-up superhero actor attempts to revive his fading career by writing, directing, and starring in a Broadway production.",77.0
2714,The Hobbit: The Battle of the Five Armies,2014,7.4,59,434623,"
    Bilbo and company are forced to engage in a war against an array of combatants and keep the Lonely Mountain from falling into the hands of a rising darkness.",74.0
2715,John Wick,2014,7.3,68,425268,"
    An ex-hit-man comes out of retirement to track down the gangsters that killed his dog and took everything from him.",73.0
2716,Ex Machina,2014,7.7,78,418945,"
    A young programmer is selected to participate in a ground-breaking experiment in synthetic intelligence by evaluating the human qualities of a highly advanced humanoid A.I.",77.0
2717,Nightcrawler,2014,7.9,76,399579,"
    When Louis Bloom, a con man desperate for work, muscles into the world of L.A. crime journalism, he blurs the line between observer and participant to become the star of his own story.",79.0
2718,Lucy,2014,6.4,61,399366,"
    A woman, accidentally caught in a dark deal, turns the tables on her captors and transforms into a merciless warrior evolved beyond human logic.",64.0
2719,American Sniper,2014,7.3,72,398466,"
    Navy S.E.A.L. sniper Chris Kyle's pinpoint accuracy saves countless lives on the battlefield and turns him into a legend. Back home to his wife and kids after four tours of duty, however, Chris finds that it is the war he can't leave behind.",73.0
2720,Divergent,2014,6.7,48,396979,"
    In a world divided by factions based on virtues, Tris learns she's Divergent and won't fit in. When she discovers a plot to destroy Divergents, Tris and the mysterious Four must find out what makes Divergents dangerous before it's too late.",67.0
2721,Dawn of the Planet of the Apes,2014,7.6,79,387210,"
    A growing nation of genetically evolved apes led by Caesar is threatened by a band of human survivors of the devastating virus unleashed a decade earlier.",76.0
2722,The Amazing Spider-Man 2,2014,6.6,53,384164,"
    When New York is put under siege by Oscorp, it is up to Spider-Man to save the city he swore to protect as well as his loved ones.",66.0
2723,The Maze Runner,2014,6.8,57,383695,"
    Thomas is deposited in a community of boys after his memory is erased, soon learning they're all trapped in a maze that will require him to join forces with fellow ""runners"" for a shot at escape.",68.0
2724,Fury,2014,7.6,64,378320,"
    A grizzled tank commander makes tough decisions as he and his crew fight their way across Germany in April, 1945.",76.0
2725,The Hunger Games: Mockingjay - Part 1,2014,6.7,64,375360,"
    Katniss Everdeen is in District 13 after she shatters the games forever. Under the leadership of President Coin and the advice of her trusted friends, Katniss spreads her wings as she fights to save Peeta and a nation moved by her courage.",67.0
2726,Big Hero 6,2014,7.8,74,366034,"
    The special bond that develops between plus-sized inflatable robot Baymax, and prodigy Hiro Hamada, who team up with a group of friends to form a band of high-tech heroes.",78.0
2727,The Theory of Everything,2014,7.7,72,357155,"
    A look at the relationship between the famous physicist Stephen Hawking and his wife.",77.0
2728,Godzilla,2014,6.4,62,344142,"
    The world is beset by the appearance of monstrous creatures, but one of them may be the only one who can save humanity.",64.0
2729,22 Jump Street,2014,7.0,71,316614,"
    After making their way through high school (twice), big changes are in store for officers Schmidt and Jenko when they go deep undercover at a local college.",70.0
2730,Boyhood,2014,7.9,100,313843,"
    The life of Mason, from early childhood to his arrival at college.",79.0
2731,The Fault in Our Stars,2014,7.7,69,311937,"
    Two teenage cancer patients begin a life-affirming journey to visit a reclusive author in Amsterdam.",77.0
2732,Maleficent,2014,7.0,56,302219,"
    A vengeful fairy is driven to curse an infant princess, only to discover that the child may be the one person who can restore peace to their troubled land.",70.0
2733,The Lego Movie,2014,7.8,83,301132,"
    An ordinary LEGO construction worker, thought to be the prophesied as ""special"", is recruited to join a quest to stop an evil tyrant from gluing the LEGO universe into eternal stasis.",78.0
2734,The Equalizer,2014,7.2,57,298588,"
    A man believes he has put his mysterious past behind him and has dedicated himself to beginning a new, quiet life. But when he meets a young girl under the control of ultra-violent Russian gangsters, he can't stand idly by - he has to help her.",72.0
2735,The Interview,2014,6.5,52,284540,"
    Dave Skylark and his producer Aaron Rapaport run the celebrity tabloid show ""Skylark Tonight"". When they land an interview with a surprise fan, North Korean dictator Kim Jong-un, they are recruited by the CIA to assassinate him.",65.0
2736,Transformers: Age of Extinction,2014,5.7,32,281542,"
    When humanity allies with a bounty hunter in pursuit of Optimus Prime, the Autobots turn to a mechanic and his family for help.",57.0
2737,How to Train Your Dragon 2,2014,7.8,76,273587,"
    When Hiccup and Toothless discover an ice cave that is home to hundreds of new wild dragons and the mysterious Dragon Rider, the two friends find themselves at the center of a battle to protect the peace.",78.0
2738,Neighbors,2014,6.3,68,263916,"
    After they are forced to live next to a fraternity house, a couple with a newborn baby do whatever they can to take them down.",63.0
2739,300: Rise of an Empire,2014,6.2,48,260852,"
    Greek general Themistokles leads the charge against invading Persian forces led by mortal-turned-god Xerxes and Artemisia, vengeful commander of the Persian navy.",62.0
2740,Non-Stop,2014,7.0,56,233215,"
    An air marshal springs into action during a transatlantic flight after receiving a series of text messages demanding $150 million into an off-shore account, or someone will die every 20 minutes.",70.0
2741,Noah,2014,5.8,68,227860,"
    Noah is chosen by God to undertake a momentous mission before an apocalyptic flood cleanses the world.",58.0
2742,Predestination,2014,7.5,69,222971,"
    For his final assignment, a top temporal agent must pursue the one criminal that has eluded him throughout time. The chase turns into a unique, surprising and mind-bending exploration of love, fate, identity and time travel taboos.",75.0
2743,RoboCop,2014,6.2,52,204641,"
    In 2028 Detroit, when Alex Murphy, a loving husband, father and good cop, is critically injured in the line of duty, the multinational conglomerate OmniCorp sees their chance for a part-man, part-robot police officer.",62.0
2744,Transcendence,2014,6.3,42,203324,"
    A scientist's drive for artificial intelligence, takes on dangerous implications when his consciousness is uploaded into one such program.",63.0
2745,Teenage Mutant Ninja Turtles,2014,5.8,31,191387,"
    When a kingpin threatens New York City, a group of mutated turtle warriors must emerge from the shadows to protect their home.",58.0
2746,It Follows,2014,6.8,83,180079,"
    A young woman is followed by an unknown supernatural force after a sexual encounter.",68.0
2747,Chef,2014,7.3,68,171630,"
    A head chef quits his restaurant job and buys a food truck in an effort to reclaim his creative promise, while piecing back together his estranged family.",73.0
2748,Star Wars: Episode VII - The Force Awakens,2015,8.0,81,777322,"
    Three decades after the Empire's defeat, a new threat arises in the militant First Order. Defected stormtrooper Finn and the scavenger Rey are caught up in the Resistance's search for the missing Luke Skywalker.",80.0
2749,Mad Max: Fury Road,2015,8.1,90,770573,"
    In a post-apocalyptic wasteland, a woman rebels against a tyrannical ruler in search for her homeland with the aid of a group of female prisoners, a psychotic worshiper, and a drifter named Max.",81.0
2750,The Martian,2015,8.0,80,670517,"
    An astronaut becomes stranded on Mars after his team assume him dead, and must rely on his ingenuity to find a way to signal to Earth that he is alive.",80.0
2751,Avengers: Age of Ultron,2015,7.3,66,642156,"
    When Tony Stark and Bruce Banner try to jump-start a dormant peacekeeping program called Ultron, things go horribly wrong and it's up to Earth's mightiest heroes to stop the villainous Ultron from enacting his terrible plan.",73.0
2752,The Revenant,2015,8.0,76,611606,"
    A frontiersman on a fur trading expedition in the 1820s fights for survival after being mauled by a bear and left for dead by members of his own hunting team.",80.0
2753,Jurassic World,2015,7.0,59,533851,"
    A new theme park, built on the original site of Jurassic Park, creates a genetically modified hybrid dinosaur, the Indominus Rex, which escapes containment and goes on a killing spree.",70.0
2754,Inside Out,2015,8.2,94,527864,"
    After young Riley is uprooted from her Midwest life and moved to San Francisco, her emotions - Joy, Fear, Anger, Disgust and Sadness - conflict on how best to navigate a new city, house, and school.",82.0
2755,Ant-Man,2015,7.3,64,484825,"
    Armed with a super-suit with the astonishing ability to shrink in scale but increase in strength, cat burglar Scott Lang must embrace his inner hero and help his mentor, Dr. Hank Pym, plan and pull off a heist that will save the world.",73.0
2756,The Hateful Eight,2015,7.8,68,427031,"
    In the dead of a Wyoming winter, a bounty hunter and his prisoner find shelter in a cabin currently inhabited by a collection of nefarious characters.",78.0
2757,Spotlight,2015,8.1,93,359817,"
    The true story of how the Boston Globe uncovered the massive scandal of child molestation and cover-up within the local Catholic Archdiocese, shaking the entire Catholic Church to its core.",81.0
2758,Spectre,2015,6.8,60,349599,"
    A cryptic message from 007's past sends him pitted against a mysterious terrorist organization called Spectre, and learns of its involvement in previous events of his most dangerous missions.",68.0
2759,Furious 7,2015,7.2,67,332631,"
    Deckard Shaw seeks revenge against Dominic Toretto and his family for his comatose brother.",72.0
2760,Sicario,2015,7.6,82,324326,"
    An idealistic FBI agent is enlisted by a government task force to aid in the escalating war against drugs at the border area between the U.S. and Mexico.",76.0
2761,Room,2015,8.2,86,310979,"
    Held captive for 7 years in an enclosed space, a woman and her young son finally gain their freedom, allowing the boy to experience the outside world for the first time.",82.0
2762,Mission: Impossible - Rogue Nation,2015,7.4,75,308287,"
    Ethan and team take on their most impossible mission yet, eradicating the Syndicate - an International rogue organization as highly skilled as they are, committed to destroying the IMF.",74.0
2763,The Big Short,2015,7.8,81,305019,"
    In 2006-7 a group of investors bet against the US mortgage market. In their research they discover how flawed and corrupt the market is.",78.0
2764,Fifty Shades of Grey,2015,4.1,46,276756,"
    Literature student Anastasia Steele's life changes forever when she meets handsome, yet tormented, billionaire Christian Grey.",41.0
2765,Bridge of Spies,2015,7.6,81,260677,"
    During the Cold War, an American lawyer is recruited to defend an arrested Soviet spy in court, and then help the CIA facilitate an exchange of the spy for the Soviet captured American U2 spy plane pilot, Francis Gary Powers.",76.0
2766,The Hunger Games: Mockingjay - Part 2,2015,6.6,65,248549,"
    Katniss and a team of rebels from District 13 prepare for the final battle that will decide the future of Panem.",66.0
2767,The Man from U.N.C.L.E.,2015,7.3,56,238154,"
    In the early 1960s, CIA agent Napoleon Solo and KGB operative Illya Kuryakin participate in a joint mission against a mysterious criminal organization, which is working to proliferate nuclear weapons.",73.0
2768,Terminator Genisys,2015,6.4,38,231649,"
    When John Connor, leader of the human resistance, sends Sgt. Kyle Reese back to 1984 to protect Sarah Connor and safeguard the future, an unexpected turn of events creates a fractured timeline.",64.0
2769,Creed,2015,7.6,82,221350,"
    The former World Heavyweight Champion Rocky Balboa serves as a trainer and mentor to Adonis Johnson, the son of his late friend and former rival Apollo Creed.",76.0
2770,Spy,2015,7.0,75,212454,"
    A desk-bound CIA analyst volunteers to go undercover to infiltrate the world of a deadly arms dealer, and prevent diabolical global disaster.",70.0
2771,Chappie,2015,6.8,41,212131,"
    In the near future, crime is patrolled by a mechanized police force. When one police droid, Chappie, is stolen and given new programming, he becomes the first robot with the ability to think and feel for himself.",68.0
2772,Maze Runner: The Scorch Trials,2015,6.3,43,198779,"
    After having escaped the Maze, the Gladers now face a new set of challenges on the open roads of a desolate landscape filled with unimaginable obstacles.",63.0
2773,Southpaw,2015,7.4,57,198160,"
    A champion boxer fights to get his daughter back from child protective services as well as revive his professional career, after a fatal incident sends him on a rampant path of destruction.",74.0
2774,Insurgent,2015,6.2,42,197781,"
    Beatrice Prior must confront her inner demons and continue her fight against a powerful alliance which threatens to tear her society apart with the help from others on her side.",62.0
2775,Minions,2015,6.4,56,191681,"
    Minions Stuart, Kevin, and Bob are recruited by Scarlet Overkill, a supervillain who, alongside her inventor husband Herb, hatches a plot to take over the world.",64.0
2776,San Andreas,2015,6.1,43,190655,"
    In the aftermath of a massive earthquake in California, a rescue-chopper pilot makes a dangerous journey with his ex-wife across the state in order to rescue his daughter.",61.0
2777,Focus,2015,6.6,56,190467,"
    In the midst of veteran con man Nicky's latest scheme, a woman from his past - now an accomplished femme fatale - shows up and throws his plans for a loop.",66.0
2778,The Intern,2015,7.1,51,189696,"
    Seventy-year-old widower Ben Whittaker has discovered that retirement isn't all it's cracked up to be. Seizing an opportunity to get back in the game, he becomes a senior intern at an online fashion site, founded and run by Jules Ostin.",71.0
2779,Everest,2015,7.1,64,179782,"
    The story of New Zealand's Robert ""Rob"" Edwin Hall, who on May 10, 1996, together with Scott Fischer, teamed up on a joint expedition to ascend Mount Everest.",71.0
2780,The Lobster,2015,7.1,82,179102,"
    In a dystopian near future, single people, according to the laws of The City, are taken to The Hotel, where they are obliged to find a romantic partner in forty-five days or are transformed into beasts and sent off into The Woods.",71.0
2781,Jupiter Ascending,2015,5.3,40,165246,"
    A young woman discovers her destiny as an heiress of intergalactic nobility and must fight to protect the inhabitants of Earth from an ancient and destructive industry.",53.0
2782,Straight Outta Compton,2015,7.9,72,163939,"
    The group NWA emerges from the mean streets of Compton in Los Angeles, California, in the mid-1980s and revolutionizes Hip Hop culture with their music and tales about life in the hood.",79.0
2783,Ted 2,2015,6.3,48,163739,"
    Newlywed couple Ted and Tami-Lynn want to have a baby, but in order to qualify to be a parent, Ted will have to prove he's a person in a court of law.",63.0
2784,Tomorrowland,2015,6.4,60,160392,"
    Bound by a shared destiny, a teen bursting with scientific curiosity and a former boy-genius inventor embark on a mission to unearth the secrets of a place somewhere in time and space that exists in their collective memory.",64.0
2785,Black Mass,2015,6.9,68,154785,"
    The true story of Whitey Bulger, the brother of a state senator and the most infamous violent criminal in the history of South Boston, who became an FBI informant to take down a Mafia family invading his turf.",69.0
2786,The Witch,2015,6.8,83,150601,"
    A family in 1630s New England is torn apart by the forces of witchcraft, black magic, and possession.",68.0
2787,The Danish Girl,2015,7.1,66,145339,"
    A fictitious love story loosely inspired by the lives of Danish artists Lili Elbe and Gerda Wegener. Lili and Gerda's marriage and work evolve as they navigate Lili's groundbreaking journey as a transgender pioneer.",71.0
2788,Cinderella,2015,6.9,67,140570,"
    When her father unexpectedly dies, young Ella finds herself at the mercy of her cruel stepmother and her scheming stepsisters. Never one to give up hope, Ella's fortunes begin to change after meeting a dashing stranger.",69.0
2789,Fantastic Four,2015,4.3,27,138851,"
    Four young outsiders teleport to an alternate and dangerous universe which alters their physical form in shocking ways. The four must learn to harness their new abilities and work together to save Earth from a former friend turned enemy.",43.0
2790,Steve Jobs,2015,7.2,82,137529,"
    Steve Jobs takes us behind the scenes of the digital revolution, to paint a portrait of the man at its epicenter. The story unfolds backstage at three iconic product launches, ending in 1998 with the unveiling of the iMac.",72.0
2791,The Age of Adaline,2015,7.2,51,137478,"
    A young woman, born at the turn of the 20th century, is rendered ageless after an accident. After many solitary years, she meets a man who complicates the eternal life she has settled into.",72.0
2792,Legend,2015,7.0,55,137293,"
    Identical twin gangsters Ronald and Reginald Kray terrorize London during the 1960s.",70.0
2793,Star Wars: Episode VII - The Force Awakens,2015,8.0,81,777322,"
    Three decades after the Empire's defeat, a new threat arises in the militant First Order. Defected stormtrooper Finn and the scavenger Rey are caught up in the Resistance's search for the missing Luke Skywalker.",80.0
2794,Mad Max: Fury Road,2015,8.1,90,770573,"
    In a post-apocalyptic wasteland, a woman rebels against a tyrannical ruler in search for her homeland with the aid of a group of female prisoners, a psychotic worshiper, and a drifter named Max.",81.0
2795,The Martian,2015,8.0,80,670517,"
    An astronaut becomes stranded on Mars after his team assume him dead, and must rely on his ingenuity to find a way to signal to Earth that he is alive.",80.0
2796,Avengers: Age of Ultron,2015,7.3,66,642156,"
    When Tony Stark and Bruce Banner try to jump-start a dormant peacekeeping program called Ultron, things go horribly wrong and it's up to Earth's mightiest heroes to stop the villainous Ultron from enacting his terrible plan.",73.0
2797,The Revenant,2015,8.0,76,611606,"
    A frontiersman on a fur trading expedition in the 1820s fights for survival after being mauled by a bear and left for dead by members of his own hunting team.",80.0
2798,Jurassic World,2015,7.0,59,533851,"
    A new theme park, built on the original site of Jurassic Park, creates a genetically modified hybrid dinosaur, the Indominus Rex, which escapes containment and goes on a killing spree.",70.0
2799,Inside Out,2015,8.2,94,527864,"
    After young Riley is uprooted from her Midwest life and moved to San Francisco, her emotions - Joy, Fear, Anger, Disgust and Sadness - conflict on how best to navigate a new city, house, and school.",82.0
2800,Ant-Man,2015,7.3,64,484825,"
    Armed with a super-suit with the astonishing ability to shrink in scale but increase in strength, cat burglar Scott Lang must embrace his inner hero and help his mentor, Dr. Hank Pym, plan and pull off a heist that will save the world.",73.0
2801,The Hateful Eight,2015,7.8,68,427031,"
    In the dead of a Wyoming winter, a bounty hunter and his prisoner find shelter in a cabin currently inhabited by a collection of nefarious characters.",78.0
2802,Spotlight,2015,8.1,93,359817,"
    The true story of how the Boston Globe uncovered the massive scandal of child molestation and cover-up within the local Catholic Archdiocese, shaking the entire Catholic Church to its core.",81.0
2803,Spectre,2015,6.8,60,349599,"
    A cryptic message from 007's past sends him pitted against a mysterious terrorist organization called Spectre, and learns of its involvement in previous events of his most dangerous missions.",68.0
2804,Furious 7,2015,7.2,67,332631,"
    Deckard Shaw seeks revenge against Dominic Toretto and his family for his comatose brother.",72.0
2805,Sicario,2015,7.6,82,324326,"
    An idealistic FBI agent is enlisted by a government task force to aid in the escalating war against drugs at the border area between the U.S. and Mexico.",76.0
2806,Room,2015,8.2,86,310979,"
    Held captive for 7 years in an enclosed space, a woman and her young son finally gain their freedom, allowing the boy to experience the outside world for the first time.",82.0
2807,Mission: Impossible - Rogue Nation,2015,7.4,75,308287,"
    Ethan and team take on their most impossible mission yet, eradicating the Syndicate - an International rogue organization as highly skilled as they are, committed to destroying the IMF.",74.0
2808,The Big Short,2015,7.8,81,305019,"
    In 2006-7 a group of investors bet against the US mortgage market. In their research they discover how flawed and corrupt the market is.",78.0
2809,Fifty Shades of Grey,2015,4.1,46,276756,"
    Literature student Anastasia Steele's life changes forever when she meets handsome, yet tormented, billionaire Christian Grey.",41.0
2810,Bridge of Spies,2015,7.6,81,260677,"
    During the Cold War, an American lawyer is recruited to defend an arrested Soviet spy in court, and then help the CIA facilitate an exchange of the spy for the Soviet captured American U2 spy plane pilot, Francis Gary Powers.",76.0
2811,The Hunger Games: Mockingjay - Part 2,2015,6.6,65,248549,"
    Katniss and a team of rebels from District 13 prepare for the final battle that will decide the future of Panem.",66.0
2812,The Man from U.N.C.L.E.,2015,7.3,56,238154,"
    In the early 1960s, CIA agent Napoleon Solo and KGB operative Illya Kuryakin participate in a joint mission against a mysterious criminal organization, which is working to proliferate nuclear weapons.",73.0
2813,Terminator Genisys,2015,6.4,38,231649,"
    When John Connor, leader of the human resistance, sends Sgt. Kyle Reese back to 1984 to protect Sarah Connor and safeguard the future, an unexpected turn of events creates a fractured timeline.",64.0
2814,Creed,2015,7.6,82,221350,"
    The former World Heavyweight Champion Rocky Balboa serves as a trainer and mentor to Adonis Johnson, the son of his late friend and former rival Apollo Creed.",76.0
2815,Spy,2015,7.0,75,212454,"
    A desk-bound CIA analyst volunteers to go undercover to infiltrate the world of a deadly arms dealer, and prevent diabolical global disaster.",70.0
2816,Chappie,2015,6.8,41,212131,"
    In the near future, crime is patrolled by a mechanized police force. When one police droid, Chappie, is stolen and given new programming, he becomes the first robot with the ability to think and feel for himself.",68.0
2817,Maze Runner: The Scorch Trials,2015,6.3,43,198779,"
    After having escaped the Maze, the Gladers now face a new set of challenges on the open roads of a desolate landscape filled with unimaginable obstacles.",63.0
2818,Southpaw,2015,7.4,57,198160,"
    A champion boxer fights to get his daughter back from child protective services as well as revive his professional career, after a fatal incident sends him on a rampant path of destruction.",74.0
2819,Insurgent,2015,6.2,42,197781,"
    Beatrice Prior must confront her inner demons and continue her fight against a powerful alliance which threatens to tear her society apart with the help from others on her side.",62.0
2820,Minions,2015,6.4,56,191681,"
    Minions Stuart, Kevin, and Bob are recruited by Scarlet Overkill, a supervillain who, alongside her inventor husband Herb, hatches a plot to take over the world.",64.0
2821,San Andreas,2015,6.1,43,190655,"
    In the aftermath of a massive earthquake in California, a rescue-chopper pilot makes a dangerous journey with his ex-wife across the state in order to rescue his daughter.",61.0
2822,Focus,2015,6.6,56,190467,"
    In the midst of veteran con man Nicky's latest scheme, a woman from his past - now an accomplished femme fatale - shows up and throws his plans for a loop.",66.0
2823,The Intern,2015,7.1,51,189696,"
    Seventy-year-old widower Ben Whittaker has discovered that retirement isn't all it's cracked up to be. Seizing an opportunity to get back in the game, he becomes a senior intern at an online fashion site, founded and run by Jules Ostin.",71.0
2824,Everest,2015,7.1,64,179782,"
    The story of New Zealand's Robert ""Rob"" Edwin Hall, who on May 10, 1996, together with Scott Fischer, teamed up on a joint expedition to ascend Mount Everest.",71.0
2825,The Lobster,2015,7.1,82,179102,"
    In a dystopian near future, single people, according to the laws of The City, are taken to The Hotel, where they are obliged to find a romantic partner in forty-five days or are transformed into beasts and sent off into The Woods.",71.0
2826,Jupiter Ascending,2015,5.3,40,165246,"
    A young woman discovers her destiny as an heiress of intergalactic nobility and must fight to protect the inhabitants of Earth from an ancient and destructive industry.",53.0
2827,Straight Outta Compton,2015,7.9,72,163939,"
    The group NWA emerges from the mean streets of Compton in Los Angeles, California, in the mid-1980s and revolutionizes Hip Hop culture with their music and tales about life in the hood.",79.0
2828,Ted 2,2015,6.3,48,163739,"
    Newlywed couple Ted and Tami-Lynn want to have a baby, but in order to qualify to be a parent, Ted will have to prove he's a person in a court of law.",63.0
2829,Tomorrowland,2015,6.4,60,160392,"
    Bound by a shared destiny, a teen bursting with scientific curiosity and a former boy-genius inventor embark on a mission to unearth the secrets of a place somewhere in time and space that exists in their collective memory.",64.0
2830,Black Mass,2015,6.9,68,154785,"
    The true story of Whitey Bulger, the brother of a state senator and the most infamous violent criminal in the history of South Boston, who became an FBI informant to take down a Mafia family invading his turf.",69.0
2831,The Witch,2015,6.8,83,150601,"
    A family in 1630s New England is torn apart by the forces of witchcraft, black magic, and possession.",68.0
2832,The Danish Girl,2015,7.1,66,145339,"
    A fictitious love story loosely inspired by the lives of Danish artists Lili Elbe and Gerda Wegener. Lili and Gerda's marriage and work evolve as they navigate Lili's groundbreaking journey as a transgender pioneer.",71.0
2833,Cinderella,2015,6.9,67,140570,"
    When her father unexpectedly dies, young Ella finds herself at the mercy of her cruel stepmother and her scheming stepsisters. Never one to give up hope, Ella's fortunes begin to change after meeting a dashing stranger.",69.0
2834,Fantastic Four,2015,4.3,27,138851,"
    Four young outsiders teleport to an alternate and dangerous universe which alters their physical form in shocking ways. The four must learn to harness their new abilities and work together to save Earth from a former friend turned enemy.",43.0
2835,Steve Jobs,2015,7.2,82,137529,"
    Steve Jobs takes us behind the scenes of the digital revolution, to paint a portrait of the man at its epicenter. The story unfolds backstage at three iconic product launches, ending in 1998 with the unveiling of the iMac.",72.0
2836,The Age of Adaline,2015,7.2,51,137478,"
    A young woman, born at the turn of the 20th century, is rendered ageless after an accident. After many solitary years, she meets a man who complicates the eternal life she has settled into.",72.0
2837,Legend,2015,7.0,55,137293,"
    Identical twin gangsters Ronald and Reginald Kray terrorize London during the 1960s.",70.0
2838,Star Wars: Episode VII - The Force Awakens,2015,8.0,81,777322,"
    Three decades after the Empire's defeat, a new threat arises in the militant First Order. Defected stormtrooper Finn and the scavenger Rey are caught up in the Resistance's search for the missing Luke Skywalker.",80.0
2839,Mad Max: Fury Road,2015,8.1,90,770573,"
    In a post-apocalyptic wasteland, a woman rebels against a tyrannical ruler in search for her homeland with the aid of a group of female prisoners, a psychotic worshiper, and a drifter named Max.",81.0
2840,The Martian,2015,8.0,80,670517,"
    An astronaut becomes stranded on Mars after his team assume him dead, and must rely on his ingenuity to find a way to signal to Earth that he is alive.",80.0
2841,Avengers: Age of Ultron,2015,7.3,66,642156,"
    When Tony Stark and Bruce Banner try to jump-start a dormant peacekeeping program called Ultron, things go horribly wrong and it's up to Earth's mightiest heroes to stop the villainous Ultron from enacting his terrible plan.",73.0
2842,The Revenant,2015,8.0,76,611606,"
    A frontiersman on a fur trading expedition in the 1820s fights for survival after being mauled by a bear and left for dead by members of his own hunting team.",80.0
2843,Jurassic World,2015,7.0,59,533851,"
    A new theme park, built on the original site of Jurassic Park, creates a genetically modified hybrid dinosaur, the Indominus Rex, which escapes containment and goes on a killing spree.",70.0
2844,Inside Out,2015,8.2,94,527864,"
    After young Riley is uprooted from her Midwest life and moved to San Francisco, her emotions - Joy, Fear, Anger, Disgust and Sadness - conflict on how best to navigate a new city, house, and school.",82.0
2845,Ant-Man,2015,7.3,64,484825,"
    Armed with a super-suit with the astonishing ability to shrink in scale but increase in strength, cat burglar Scott Lang must embrace his inner hero and help his mentor, Dr. Hank Pym, plan and pull off a heist that will save the world.",73.0
2846,The Hateful Eight,2015,7.8,68,427031,"
    In the dead of a Wyoming winter, a bounty hunter and his prisoner find shelter in a cabin currently inhabited by a collection of nefarious characters.",78.0
2847,Spotlight,2015,8.1,93,359817,"
    The true story of how the Boston Globe uncovered the massive scandal of child molestation and cover-up within the local Catholic Archdiocese, shaking the entire Catholic Church to its core.",81.0
2848,Spectre,2015,6.8,60,349599,"
    A cryptic message from 007's past sends him pitted against a mysterious terrorist organization called Spectre, and learns of its involvement in previous events of his most dangerous missions.",68.0
2849,Furious 7,2015,7.2,67,332631,"
    Deckard Shaw seeks revenge against Dominic Toretto and his family for his comatose brother.",72.0
2850,Sicario,2015,7.6,82,324326,"
    An idealistic FBI agent is enlisted by a government task force to aid in the escalating war against drugs at the border area between the U.S. and Mexico.",76.0
2851,Room,2015,8.2,86,310979,"
    Held captive for 7 years in an enclosed space, a woman and her young son finally gain their freedom, allowing the boy to experience the outside world for the first time.",82.0
2852,Mission: Impossible - Rogue Nation,2015,7.4,75,308287,"
    Ethan and team take on their most impossible mission yet, eradicating the Syndicate - an International rogue organization as highly skilled as they are, committed to destroying the IMF.",74.0
2853,The Big Short,2015,7.8,81,305019,"
    In 2006-7 a group of investors bet against the US mortgage market. In their research they discover how flawed and corrupt the market is.",78.0
2854,Fifty Shades of Grey,2015,4.1,46,276756,"
    Literature student Anastasia Steele's life changes forever when she meets handsome, yet tormented, billionaire Christian Grey.",41.0
2855,Bridge of Spies,2015,7.6,81,260677,"
    During the Cold War, an American lawyer is recruited to defend an arrested Soviet spy in court, and then help the CIA facilitate an exchange of the spy for the Soviet captured American U2 spy plane pilot, Francis Gary Powers.",76.0
2856,The Hunger Games: Mockingjay - Part 2,2015,6.6,65,248549,"
    Katniss and a team of rebels from District 13 prepare for the final battle that will decide the future of Panem.",66.0
2857,The Man from U.N.C.L.E.,2015,7.3,56,238154,"
    In the early 1960s, CIA agent Napoleon Solo and KGB operative Illya Kuryakin participate in a joint mission against a mysterious criminal organization, which is working to proliferate nuclear weapons.",73.0
2858,Terminator Genisys,2015,6.4,38,231650,"
    When John Connor, leader of the human resistance, sends Sgt. Kyle Reese back to 1984 to protect Sarah Connor and safeguard the future, an unexpected turn of events creates a fractured timeline.",64.0
2859,Creed,2015,7.6,82,221350,"
    The former World Heavyweight Champion Rocky Balboa serves as a trainer and mentor to Adonis Johnson, the son of his late friend and former rival Apollo Creed.",76.0
2860,Spy,2015,7.0,75,212454,"
    A desk-bound CIA analyst volunteers to go undercover to infiltrate the world of a deadly arms dealer, and prevent diabolical global disaster.",70.0
2861,Chappie,2015,6.8,41,212131,"
    In the near future, crime is patrolled by a mechanized police force. When one police droid, Chappie, is stolen and given new programming, he becomes the first robot with the ability to think and feel for himself.",68.0
2862,Maze Runner: The Scorch Trials,2015,6.3,43,198779,"
    After having escaped the Maze, the Gladers now face a new set of challenges on the open roads of a desolate landscape filled with unimaginable obstacles.",63.0
2863,Southpaw,2015,7.4,57,198160,"
    A champion boxer fights to get his daughter back from child protective services as well as revive his professional career, after a fatal incident sends him on a rampant path of destruction.",74.0
2864,Insurgent,2015,6.2,42,197781,"
    Beatrice Prior must confront her inner demons and continue her fight against a powerful alliance which threatens to tear her society apart with the help from others on her side.",62.0
2865,Minions,2015,6.4,56,191681,"
    Minions Stuart, Kevin, and Bob are recruited by Scarlet Overkill, a supervillain who, alongside her inventor husband Herb, hatches a plot to take over the world.",64.0
2866,San Andreas,2015,6.1,43,190655,"
    In the aftermath of a massive earthquake in California, a rescue-chopper pilot makes a dangerous journey with his ex-wife across the state in order to rescue his daughter.",61.0
